t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: ingolstadt (10.3833333,49.6) | Model: null
#############################################
t_i | Gold: berlin (9.4166667,54.4) | Model: berlin (-84.1625,38.69472) p = 10609
t_i | Gold: berlin (9.4166667,54.4) | Model: berlin (-84.1625,38.69472) p = 10609
t_i | Gold: potsdam (9.4333333,54.4) | Model: potsdam (-84.4175,39.96333) p = 273
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-80.13389,41.13389) p = 8086
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_c | Gold: monaco (7.4,43.7333333) | Model: monaco (7.4,43.733333333333334) p = 0
t_i | Gold: rome (12.6666667,41.9666667) | Model: rome (-89.24,33.10444) p = 2330
t_c | Gold: monaco (7.4,43.7333333) | Model: monaco (7.4,43.733333333333334) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: hollywood (-118.32583,34.09833) | Model: hollywood (-89.97528,35.17444) p = 1084
t_c | Gold: cap de villefranche (7.3166667,43.7) | Model: null
t_i | Gold: belgium (4.0,50.8333333) | Model: belgium (-87.85028,43.49972) p = 998
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: massachusetts (-71.71267,42.06141) | Model: null
t_i | Gold: cambridge (-71.10611,42.375) | Model: cambridge (-81.58861,40.03111) p = 11710
t_c | Gold: massachusetts (-71.71267,42.06141) | Model: null
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-81.67194,39.26111) p = 142
#############################################
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: london (-0.1,51.5166667) | Model: london (-80.14889,41.14361) p = 904
t_i | Gold: guernsey (-2.6,49.45) | Model: guernsey (-77.23278,39.94722) p = 9046
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_c | Gold: channel islands (-2.5,49.5) | Model: null
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: guernsey (-2.6,49.45) | Model: guernsey (-77.23278,39.94722) p = 9046
t_i | Gold: jersey (-2.1166667,49.2166667) | Model: jersey (-77.13972,38.21139) p = 709
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
#############################################
t_i | Gold: milan (9.2,45.4666667) | Model: milan (-85.13139,39.12111) p = 1736
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: tokyo (139.7513889,35.685) | Model: tokyo (147.15,-8.4) p = 2350
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: london (-0.1,51.5166667) | Model: london (96.2833333,25.1) p = 208
t_i | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (14.55,52.35) p = 20
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: uk (-4.0,54.0) | Model: uk (57.2616667,54.9472222) p = 3210
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (29.2888889,46.055) p = 4
t_i | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (14.55,52.35) p = 20
#############################################
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: pretoria (27.95,-23.5833333) | Model: pretoria (32.9594444,-25.3672222) p = 190
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
#############################################
t_c | Gold: ireland (-8.0,53.3333333) | Model: ireland (-8.0,53.0) p = 0
t_i | Gold: dublin (-6.2488889,53.3330556) | Model: dublin (-7.5502778,52.5744444) p = 6300
t_c | Gold: ireland (-8.0,53.3333333) | Model: ireland (-8.0,53.0) p = 0
t_i | Gold: lisheen (-9.25,52.1333333) | Model: lisheen (-8.4833333,53.4166667) p = 5
t_c | Gold: county tipperary (-7.8333333,52.6666667) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: county antrim (-6.1666667,55.0) | Model: null
t_c | Gold: northern ireland (-6.5,54.5) | Model: null
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: dublin (-6.2488889,53.3330556) | Model: dublin (-7.5502778,52.5744444) p = 6300
#############################################
t_i | Gold: israel (34.75,31.5) | Model: israel (-86.8455556,12.8627778) p = 3804
t_i | Gold: jerusalem (35.2333333,31.7666667) | Model: jerusalem (-91.3666667,16.1666667) p = 1454
t_i | Gold: israel (34.75,31.5) | Model: israel (-86.8455556,12.8627778) p = 3804
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: israel (34.75,31.5) | Model: israel (-86.8455556,12.8627778) p = 3804
t_i | Gold: netherlands (5.75,52.5) | Model: netherlands (-89.75111,36.29917) p = 9633
t_i | Gold: gaza (34.4666667,31.5) | Model: gaza (-95.57972,43.02028) p = 596
t_i | Gold: morocco (-5.0,32.0) | Model: morocco (-90.36,36.73667) p = 688
t_i | Gold: egypt (30.0,27.0) | Model: egypt (-90.27722,33.34111) p = 1285
t_c | Gold: east jerusalem (35.2333333,31.7666667) | Model: null
t_i | Gold: lebanon (35.8333333,33.8333333) | Model: lebanon (-90.51278,32.16667) p = 102
t_i | Gold: morocco (-5.0,32.0) | Model: morocco (-90.36,36.73667) p = 688
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_i | Gold: buenos aires (-58.6725,-34.5875) | Model: buenos aires (-86.7,15.8166667) p = 1800
#############################################
t_c | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (4.9166667,52.35) p = 357
t_c | Gold: volendam (5.0666667,52.5) | Model: volendam (5.0666667,52.5) p = 484
#############################################
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
#############################################
t_c | Gold: irvine (-117.82222,33.66944) | Model: null
t_c | Gold: calif. (-119.257,37.26842) | Model: null
#############################################
t_c | Gold: s. africa (26.0,-30.0) | Model: null
t_c | Gold: johannesburg (28.0833333,-26.2) | Model: johannesburg (28.0833333,-26.2) p = 770
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-71.00694,41.97222) p = 37497
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-71.00694,41.97222) p = 37497
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: highland (-5.0,57.5) | Model: highland (-59.4833333,13.1) p = 9541
t_i | Gold: inverness (-4.2333333,57.4666667) | Model: inverness (-77.1666667,17.9166667) p = 4100
#############################################
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
#############################################
t_c | Gold: geneva (6.1666667,46.2) | Model: geneva (6.1666667,46.2) p = 171000
t_c | Gold: switzerland (8.0,47.0) | Model: switzerland (8.0,47.0) p = 0
t_c | Gold: azerbaijan (47.5,40.5) | Model: azerbaijan (47.5,40.5) p = 0
t_c | Gold: baku (49.8822222,40.3952778) | Model: baku (49.8822222,40.3952778) p = 1862
t_c | Gold: switzerland (8.0,47.0) | Model: switzerland (8.0,47.0) p = 0
t_i | Gold: stuttgart (8.8833333,47.6666667) | Model: stuttgart (9.1833333,48.7666667) p = 3260
t_c | Gold: lausanne (6.6666667,46.5333333) | Model: lausanne (6.6666667,46.5333333) p = 9500
#############################################
t_c | Gold: tirana (19.9166667,41.3333333) | Model: tirana (19.8188889,41.3275) p = 1
t_c | Gold: albania (20.0,41.0) | Model: albania (20.0,41.0) p = 0
#############################################
t_c | Gold: geneva (6.1666667,46.2) | Model: geneva (6.1666667,46.2) p = 171000
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: turin (7.3666667,45.1333333) | Model: turin (7.6666667,45.05) p = 1039
t_c | Gold: turkey (35.0,39.0) | Model: turkey (35.0,39.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: portugal (-8.0,39.5) | Model: portugal (-8.0,39.5) p = 0
t_c | Gold: wembley (-0.2833333,51.55) | Model: wembley (-0.2833333,51.55) p = 388
t_c | Gold: heysel (4.3333333,50.8833333) | Model: heysel (4.3333333,50.8833333) p = 4570
t_c | Gold: brussels (4.3333333,50.8333333) | Model: brussels (4.3333333,50.8333333) p = 1734
#############################################
t_i | Gold: barcelona (2.1833333,41.3833333) | Model: barcelona (-91.42278,31.8525) p = 3211
#############################################
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-79.08917,38.31694) p = 368
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-79.08917,38.31694) p = 368
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-79.08917,38.31694) p = 368
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-79.08917,38.31694) p = 368
t_c | Gold: chechnya (45.7,43.3) | Model: null
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_c | Gold: egypt (30.0,27.0) | Model: egypt (30.0,27.0) p = 0
t_c | Gold: istanbul (28.9647222,41.0186111) | Model: istanbul (28.9647222,41.0186111) p = 3804
t_c | Gold: cairo (31.25,30.05) | Model: cairo (31.25,30.05) p = 1107
t_c | Gold: istanbul (28.9647222,41.0186111) | Model: istanbul (28.9647222,41.0186111) p = 3804
t_c | Gold: cairo (31.25,30.05) | Model: cairo (31.25,30.05) p = 1107
#############################################
t_c | Gold: india (77.0,20.0) | Model: india (77.0,20.0) p = 0
t_c | Gold: bombay (72.8258333,18.975) | Model: bombay (72.8258333,18.975) p = 1774
t_c | Gold: india (77.0,20.0) | Model: india (77.0,20.0) p = 0
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: sri lanka (80.5,7.5) | Model: sri lanka (81.0,7.0) p = 0
t_c | Gold: bombay (72.8258333,18.975) | Model: bombay (72.8258333,18.975) p = 1774
#############################################
t_c | Gold: hong kong (114.1833333,22.25) | Model: null
t_c | Gold: h.k. (114.1833333,22.25) | Model: null
t_c | Gold: h.k. (114.1833333,22.25) | Model: null
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-0.15,53.0833333) p = 5000
t_c | Gold: croatia (15.5,45.1666667) | Model: croatia (15.5,45.166666666666664) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (19.7116667,42.6913889) p = 1372
t_c | Gold: wimbledon (-0.2166667,51.4333333) | Model: wimbledon (-0.2166667,51.4333333) p = 5800
t_i | Gold: montreal (-73.5833333,45.5) | Model: montreal (5.5833333,46.1833333) p = 4
#############################################
t_c | Gold: haarlem (4.65,52.3666667) | Model: haarlem (4.65,52.3666667) p = 4668
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_i | Gold: usa (-97.0,38.0) | Model: usa (33.1555556,53.7355556) p = 2077
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (4.9166667,52.35) p = 357
#############################################
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
#############################################
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
t_i | Gold: india (77.0,20.0) | Model: india (-88.25806,36.3325) p = 683
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-80.14889,41.14361) p = 904
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: spain (-4.0,40.0) | Model: spain (-83.53806,30.86444) p = 2682
t_i | Gold: sweden (15.0,62.0) | Model: sweden (-77.87111,41.80194) p = 6148
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
#############################################
t_c | Gold: manchester (-2.2166667,53.5) | Model: manchester (-2.2166667,53.5) p = 39
t_i | Gold: england (-2.0,53.0) | Model: england (7.0333333,52.2166667) p = 713
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: denmark (10.0,56.0) | Model: denmark (10.0,56.0) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: australia (135.0,-25.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
t_i | Gold: latvia (-0.0,57.0) | Model: latvia (25.0,57.0) p = 0
t_i | Gold: greece (22.0,39.0) | Model: greece (-77.69333,43.20972) p = 8755
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (-75.91056,40.9925) p = 752
t_i | Gold: australia (-0.0,27.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (-75.91056,40.9925) p = 752
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: australia (135.0,-25.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_i | Gold: germany (10.5,51.5) | Model: germany (9.0,51.0) p = 0
t_c | Gold: switzerland (8.0,47.0) | Model: switzerland (8.0,47.0) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: denmark (10.0,56.0) | Model: denmark (10.0,56.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
